region,province,municipality_city,barangay
National Capital Region (Ncr),Manila,City Of Manila,Barangay 151
National Capital Region (Ncr),Manila,City Of Manila,Barangay 152
National Capital Region (Ncr),Manila,City Of Manila,Barangay 153
National Capital Region (Ncr),Manila,City Of Manila,Barangay 154
National Capital Region (Ncr),Manila,City Of Manila,Barangay 155
National Capital Region (Ncr),Manila,City Of Manila,Barangay 156
National Capital Region (Ncr),Manila,City Of Manila,Barangay 157
National Capital Region (Ncr),Manila,City Of Manila,Barangay 158
National Capital Region (Ncr),Manila,City Of Manila,Barangay 159
National Capital Region (Ncr),Manila,City Of Manila,Barangay 160
National Capital Region (Ncr),Manila,City Of Manila,Barangay 161
National Capital Region (Ncr),Manila,City Of Manila,Barangay 162
National Capital Region (Ncr),Manila,City Of Manila,Barangay 163
National Capital Region (Ncr),Manila,City Of Manila,Barangay 164
National Capital Region (Ncr),Manila,City Of Manila,Barangay 165
National Capital Region (Ncr),Manila,City Of Manila,Barangay 166
National Capital Region (Ncr),Manila,City Of Manila,Barangay 167
National Capital Region (Ncr),Manila,City Of Manila,Barangay 168
National Capital Region (Ncr),Manila,City Of Manila,Barangay 169
National Capital Region (Ncr),Manila,City Of Manila,Barangay 170
National Capital Region (Ncr),Manila,City Of Manila,Barangay 171
National Capital Region (Ncr),Manila,City Of Manila,Barangay 172
National Capital Region (Ncr),Manila,City Of Manila,Barangay 173
National Capital Region (Ncr),Manila,City Of Manila,Barangay 174
National Capital Region (Ncr),Manila,City Of Manila,Barangay 175
National Capital Region (Ncr),Manila,City Of Manila,Barangay 176
National Capital Region (Ncr),Manila,City Of Manila,Barangay 177
National Capital Region (Ncr),Manila,City Of Manila,Barangay 178
National Capital Region (Ncr),Manila,City Of Manila,Barangay 179
National Capital Region (Ncr),Manila,City Of Manila,Barangay 180
National Capital Region (Ncr),Manila,City Of Manila,Barangay 181
National Capital Region (Ncr),Manila,City Of Manila,Barangay 182
National Capital Region (Ncr),Manila,City Of Manila,Barangay 183
National Capital Region (Ncr),Manila,City Of Manila,Barangay 184
National Capital Region (Ncr),Manila,City Of Manila,Barangay 185
National Capital Region (Ncr),Manila,City Of Manila,Barangay 186
National Capital Region (Ncr),Manila,City Of Manila,Barangay 187
National Capital Region (Ncr),Manila,City Of Manila,Barangay 188
National Capital Region (Ncr),Manila,City Of Manila,Barangay 189
National Capital Region (Ncr),Manila,City Of Manila,Barangay 190
National Capital Region (Ncr),Manila,City Of Manila,Barangay 191
National Capital Region (Ncr),Manila,City Of Manila,Barangay 192
National Capital Region (Ncr),Manila,City Of Manila,Barangay 193
National Capital Region (Ncr),Manila,City Of Manila,Barangay 194
National Capital Region (Ncr),Manila,City Of Manila,Barangay 195
National Capital Region (Ncr),Manila,City Of Manila,Barangay 196
National Capital Region (Ncr),Manila,City Of Manila,Barangay 197
National Capital Region (Ncr),Manila,City Of Manila,Barangay 198
National Capital Region (Ncr),Manila,City Of Manila,Barangay 199
National Capital Region (Ncr),Manila,City Of Manila,Barangay 200
National Capital Region (Ncr),Manila,City Of Manila,Barangay 201
National Capital Region (Ncr),Manila,City Of Manila,Barangay 202
National Capital Region (Ncr),Manila,City Of Manila,Barangay 202-A
National Capital Region (Ncr),Manila,City Of Manila,Barangay 203
National Capital Region (Ncr),Manila,City Of Manila,Barangay 204
National Capital Region (Ncr),Manila,City Of Manila,Barangay 205
National Capital Region (Ncr),Manila,City Of Manila,Barangay 206
National Capital Region (Ncr),Manila,City Of Manila,Barangay 207
National Capital Region (Ncr),Manila,City Of Manila,Barangay 208
National Capital Region (Ncr),Manila,City Of Manila,Barangay 209
National Capital Region (Ncr),Manila,City Of Manila,Barangay 210
National Capital Region (Ncr),Manila,City Of Manila,Barangay 211
National Capital Region (Ncr),Manila,City Of Manila,Barangay 212
National Capital Region (Ncr),Manila,City Of Manila,Barangay 213
National Capital Region (Ncr),Manila,City Of Manila,Barangay 214
National Capital Region (Ncr),Manila,City Of Manila,Barangay 215
National Capital Region (Ncr),Manila,City Of Manila,Barangay 216
National Capital Region (Ncr),Manila,City Of Manila,Barangay 217
National Capital Region (Ncr),Manila,City Of Manila,Barangay 218
National Capital Region (Ncr),Manila,City Of Manila,Barangay 219
National Capital Region (Ncr),Manila,City Of Manila,Barangay 220
National Capital Region (Ncr),Manila,City Of Manila,Barangay 221
National Capital Region (Ncr),Manila,City Of Manila,Barangay 222
National Capital Region (Ncr),Manila,City Of Manila,Barangay 223
National Capital Region (Ncr),Manila,City Of Manila,Barangay 224
National Capital Region (Ncr),Manila,City Of Manila,Barangay 225
National Capital Region (Ncr),Manila,City Of Manila,Barangay 226
National Capital Region (Ncr),Manila,City Of Manila,Barangay 227
National Capital Region (Ncr),Manila,City Of Manila,Barangay 228
National Capital Region (Ncr),Manila,City Of Manila,Barangay 229
National Capital Region (Ncr),Manila,City Of Manila,Barangay 230
National Capital Region (Ncr),Manila,City Of Manila,Barangay 231
National Capital Region (Ncr),Manila,City Of Manila,Barangay 232
National Capital Region (Ncr),Manila,City Of Manila,Barangay 233
National Capital Region (Ncr),Manila,City Of Manila,Barangay 234
National Capital Region (Ncr),Manila,City Of Manila,Barangay 235
National Capital Region (Ncr),Manila,City Of Manila,Barangay 236
National Capital Region (Ncr),Manila,City Of Manila,Barangay 237
National Capital Region (Ncr),Manila,City Of Manila,Barangay 238
National Capital Region (Ncr),Manila,City Of Manila,Barangay 239
National Capital Region (Ncr),Manila,City Of Manila,Barangay 240
National Capital Region (Ncr),Manila,City Of Manila,Barangay 241
National Capital Region (Ncr),Manila,City Of Manila,Barangay 242
National Capital Region (Ncr),Manila,City Of Manila,Barangay 243
National Capital Region (Ncr),Manila,City Of Manila,Barangay 244
National Capital Region (Ncr),Manila,City Of Manila,Barangay 245
National Capital Region (Ncr),Manila,City Of Manila,Barangay 246
National Capital Region (Ncr),Manila,City Of Manila,Barangay 247
National Capital Region (Ncr),Manila,City Of Manila,Barangay 248
National Capital Region (Ncr),Manila,City Of Manila,Barangay 249
National Capital Region (Ncr),Manila,City Of Manila,Barangay 250
National Capital Region (Ncr),Manila,City Of Manila,Barangay 251
National Capital Region (Ncr),Manila,City Of Manila,Barangay 252
National Capital Region (Ncr),Manila,City Of Manila,Barangay 253
National Capital Region (Ncr),Manila,City Of Manila,Barangay 254
National Capital Region (Ncr),Manila,City Of Manila,Barangay 255
National Capital Region (Ncr),Manila,City Of Manila,Barangay 256
National Capital Region (Ncr),Manila,City Of Manila,Barangay 257
National Capital Region (Ncr),Manila,City Of Manila,Barangay 258
National Capital Region (Ncr),Manila,City Of Manila,Barangay 259
National Capital Region (Ncr),Manila,City Of Manila,Barangay 260
National Capital Region (Ncr),Manila,City Of Manila,Barangay 261
National Capital Region (Ncr),Manila,City Of Manila,Barangay 262
National Capital Region (Ncr),Manila,City Of Manila,Barangay 263
National Capital Region (Ncr),Manila,City Of Manila,Barangay 264
National Capital Region (Ncr),Manila,City Of Manila,Barangay 265
National Capital Region (Ncr),Manila,City Of Manila,Barangay 266
National Capital Region (Ncr),Manila,City Of Manila,Barangay 267
National Capital Region (Ncr),Manila,City Of Manila,Binondo
National Capital Region (Ncr),Manila,City Of Manila,Barangay 287
National Capital Region (Ncr),Manila,City Of Manila,Barangay 288
National Capital Region (Ncr),Manila,City Of Manila,Barangay 289
National Capital Region (Ncr),Manila,City Of Manila,Barangay 290
National Capital Region (Ncr),Manila,City Of Manila,Barangay 291
National Capital Region (Ncr),Manila,City Of Manila,Barangay 292
National Capital Region (Ncr),Manila,City Of Manila,Barangay 293
National Capital Region (Ncr),Manila,City Of Manila,Barangay 294
National Capital Region (Ncr),Manila,City Of Manila,Barangay 295
National Capital Region (Ncr),Manila,City Of Manila,Barangay 296
National Capital Region (Ncr),Manila,City Of Manila,Quiapo
National Capital Region (Ncr),Manila,City Of Manila,Barangay 383
National Capital Region (Ncr),Manila,City Of Manila,Barangay 384
National Capital Region (Ncr),Manila,City Of Manila,Barangay 385
National Capital Region (Ncr),Manila,City Of Manila,Barangay 386
National Capital Region (Ncr),Manila,City Of Manila,Barangay 387
National Capital Region (Ncr),Manila,City Of Manila,Barangay 388
National Capital Region (Ncr),Manila,City Of Manila,Barangay 389
National Capital Region (Ncr),Manila,City Of Manila,Barangay 390
National Capital Region (Ncr),Manila,City Of Manila,Barangay 391
National Capital Region (Ncr),Manila,City Of Manila,Barangay 392
National Capital Region (Ncr),Manila,City Of Manila,Barangay 393
National Capital Region (Ncr),Manila,City Of Manila,Barangay 394
National Capital Region (Ncr),Manila,City Of Manila,Barangay 306
National Capital Region (Ncr),Manila,City Of Manila,Barangay 307
National Capital Region (Ncr),Manila,City Of Manila,Barangay 308
National Capital Region (Ncr),Manila,City Of Manila,Barangay 309
National Capital Region (Ncr),Manila,City Of Manila,San Nicolas
National Capital Region (Ncr),Manila,City Of Manila,Barangay 268
National Capital Region (Ncr),Manila,City Of Manila,Barangay 269
National Capital Region (Ncr),Manila,City Of Manila,Barangay 270
National Capital Region (Ncr),Manila,City Of Manila,Barangay 271
National Capital Region (Ncr),Manila,City Of Manila,Barangay 272
National Capital Region (Ncr),Manila,City Of Manila,Barangay 273
National Capital Region (Ncr),Manila,City Of Manila,Barangay 274
National Capital Region (Ncr),Manila,City Of Manila,Barangay 275
National Capital Region (Ncr),Manila,City Of Manila,Barangay 276
National Capital Region (Ncr),Manila,City Of Manila,Barangay 281
National Capital Region (Ncr),Manila,City Of Manila,Barangay 282
National Capital Region (Ncr),Manila,City Of Manila,Barangay 283
National Capital Region (Ncr),Manila,City Of Manila,Barangay 284
National Capital Region (Ncr),Manila,City Of Manila,Barangay 285
National Capital Region (Ncr),Manila,City Of Manila,Barangay 286
National Capital Region (Ncr),Manila,City Of Manila,Santa Cruz
National Capital Region (Ncr),Manila,City Of Manila,Barangay 297
National Capital Region (Ncr),Manila,City Of Manila,Barangay 298
National Capital Region (Ncr),Manila,City Of Manila,Barangay 299
National Capital Region (Ncr),Manila,City Of Manila,Barangay 300
National Capital Region (Ncr),Manila,City Of Manila,Barangay 301
National Capital Region (Ncr),Manila,City Of Manila,Barangay 302
National Capital Region (Ncr),Manila,City Of Manila,Barangay 303
National Capital Region (Ncr),Manila,City Of Manila,Barangay 304
National Capital Region (Ncr),Manila,City Of Manila,Barangay 305
National Capital Region (Ncr),Manila,City Of Manila,Barangay 310
National Capital Region (Ncr),Manila,City Of Manila,Barangay 311
National Capital Region (Ncr),Manila,City Of Manila,Barangay 312
National Capital Region (Ncr),Manila,City Of Manila,Barangay 313
National Capital Region (Ncr),Manila,City Of Manila,Barangay 314
National Capital Region (Ncr),Manila,City Of Manila,Barangay 315
National Capital Region (Ncr),Manila,City Of Manila,Barangay 316
National Capital Region (Ncr),Manila,City Of Manila,Barangay 317
National Capital Region (Ncr),Manila,City Of Manila,Barangay 318
National Capital Region (Ncr),Manila,City Of Manila,Barangay 319
National Capital Region (Ncr),Manila,City Of Manila,Barangay 320
National Capital Region (Ncr),Manila,City Of Manila,Barangay 321
National Capital Region (Ncr),Manila,City Of Manila,Barangay 322
National Capital Region (Ncr),Manila,City Of Manila,Barangay 323
National Capital Region (Ncr),Manila,City Of Manila,Barangay 324
National Capital Region (Ncr),Manila,City Of Manila,Barangay 325
National Capital Region (Ncr),Manila,City Of Manila,Barangay 326
National Capital Region (Ncr),Manila,City Of Manila,Barangay 327
National Capital Region (Ncr),Manila,City Of Manila,Barangay 328
National Capital Region (Ncr),Manila,City Of Manila,Barangay 329
National Capital Region (Ncr),Manila,City Of Manila,Barangay 330
National Capital Region (Ncr),Manila,City Of Manila,Barangay 331
National Capital Region (Ncr),Manila,City Of Manila,Barangay 332
National Capital Region (Ncr),Manila,City Of Manila,Barangay 333
National Capital Region (Ncr),Manila,City Of Manila,Barangay 334
National Capital Region (Ncr),Manila,City Of Manila,Barangay 335
National Capital Region (Ncr),Manila,City Of Manila,Barangay 336
National Capital Region (Ncr),Manila,City Of Manila,Barangay 337
National Capital Region (Ncr),Manila,City Of Manila,Barangay 338
National Capital Region (Ncr),Manila,City Of Manila,Barangay 339
National Capital Region (Ncr),Manila,City Of Manila,Barangay 340
National Capital Region (Ncr),Manila,City Of Manila,Barangay 341
National Capital Region (Ncr),Manila,City Of Manila,Barangay 342
National Capital Region (Ncr),Manila,City Of Manila,Barangay 343
National Capital Region (Ncr),Manila,City Of Manila,Barangay 344
National Capital Region (Ncr),Manila,City Of Manila,Barangay 345
National Capital Region (Ncr),Manila,City Of Manila,Barangay 346
National Capital Region (Ncr),Manila,City Of Manila,Barangay 347
National Capital Region (Ncr),Manila,City Of Manila,Barangay 348
National Capital Region (Ncr),Manila,City Of Manila,Barangay 349
National Capital Region (Ncr),Manila,City Of Manila,Barangay 350
National Capital Region (Ncr),Manila,City Of Manila,Barangay 351
National Capital Region (Ncr),Manila,City Of Manila,Barangay 352
National Capital Region (Ncr),Manila,City Of Manila,Barangay 353
National Capital Region (Ncr),Manila,City Of Manila,Barangay 354
National Capital Region (Ncr),Manila,City Of Manila,Barangay 355
National Capital Region (Ncr),Manila,City Of Manila,Barangay 356
National Capital Region (Ncr),Manila,City Of Manila,Barangay 357
National Capital Region (Ncr),Manila,City Of Manila,Barangay 358
National Capital Region (Ncr),Manila,City Of Manila,Barangay 359
National Capital Region (Ncr),Manila,City Of Manila,Barangay 360
National Capital Region (Ncr),Manila,City Of Manila,Barangay 361
National Capital Region (Ncr),Manila,City Of Manila,Barangay 362
National Capital Region (Ncr),Manila,City Of Manila,Barangay 363
National Capital Region (Ncr),Manila,City Of Manila,Barangay 364
National Capital Region (Ncr),Manila,City Of Manila,Barangay 365
National Capital Region (Ncr),Manila,City Of Manila,Barangay 366
National Capital Region (Ncr),Manila,City Of Manila,Barangay 367
National Capital Region (Ncr),Manila,City Of Manila,Barangay 368
National Capital Region (Ncr),Manila,City Of Manila,Barangay 369
National Capital Region (Ncr),Manila,City Of Manila,Barangay 370
National Capital Region (Ncr),Manila,City Of Manila,Barangay 371
National Capital Region (Ncr),Manila,City Of Manila,Barangay 372
National Capital Region (Ncr),Manila,City Of Manila,Barangay 373
National Capital Region (Ncr),Manila,City Of Manila,Barangay 374
National Capital Region (Ncr),Manila,City Of Manila,Barangay 375
National Capital Region (Ncr),Manila,City Of Manila,Barangay 376
National Capital Region (Ncr),Manila,City Of Manila,Barangay 377
National Capital Region (Ncr),Manila,City Of Manila,Barangay 378
National Capital Region (Ncr),Manila,City Of Manila,Barangay 379
National Capital Region (Ncr),Manila,City Of Manila,Barangay 380
National Capital Region (Ncr),Manila,City Of Manila,Barangay 381
National Capital Region (Ncr),Manila,City Of Manila,Barangay 382
National Capital Region (Ncr),Manila,City Of Manila,Sampaloc
National Capital Region (Ncr),Manila,City Of Manila,Barangay 395
National Capital Region (Ncr),Manila,City Of Manila,Barangay 396
National Capital Region (Ncr),Manila,City Of Manila,Barangay 397
National Capital Region (Ncr),Manila,City Of Manila,Barangay 398
National Capital Region (Ncr),Manila,City Of Manila,Barangay 399
National Capital Region (Ncr),Manila,City Of Manila,Barangay 400
National Capital Region (Ncr),Manila,City Of Manila,Barangay 401
National Capital Region (Ncr),Manila,City Of Manila,Barangay 402
